Thu nhap,Co dinh,Nhu cau,Giao duc,Thanh toan no,Tiet kiem,Ban than,a,b,c,d,e,f
115050000,52990000,1,1,0,0,1,0.47058236,0.06051149,0.25219377,0.2071119,0,0.00960048
116310000,50790000,1,1,17200000,0,1,0.44667784,0.06986974,0.17451923,0.15703528,0.14788066,0.00401725
110440000,57720000,1,1,0,0,1,0.53263673,0.05657686,0.19645349,0.20051769,0,0.01381523
114310000,54570000,1,0,0,0,1,0.48738606,0.08917093,0.16826907,0.18875405,0,0.06641989
113760000,56960000,1,1,0,0,1,0.51070323,0.00773381,0.26690688,0.17450987,0,0.04014621
118860000,51010000,1,0,0,0,1,0.43916036,0.08406719,0.30305162,0.16167198,0,0.01204885
112230000,57650000,1,1,0,0,1,0.52367727,0.00088883,0.2067823,0.17235376,0,0.09629784
116720000,52270000,1,1,1300000,0,1,0.45782385,0.01577934,0.27539796,0.22816809,0.01113777,0.01169299
118720000,56120000,1,1,0,0,1,0.48270889,0.05230441,0.16901925,0.19654008,0,0.09942737
111480000,50840000,1,0,0,1,1,0.46604593,0.15654217,0.15559787,0.21453272,0,0.00728131
117010000,51600000,1,1,0,0,1,0.45098795,0.01387072,0.28009281,0.15680687,0,0.09824165
116790000,66230000,1,1,0,0,1,0.57708622,0.00820502,0.17054019,0.21809858,0,0.02606999
114540000,53450000,1,0,0,0,1,0.47664921,0.10987,0.25233356,0.15768374,0,0.00346349
110660000,58420000,1,1,0,0,1,0.53792337,0.08219677,0.19626947,0.15669681,0,0.02691358
119260000,59620000,1,0,0,0,1,0.50991615,0.07338948,0.17498567,0.2157063,0,0.0260024
115310000,56350000,1,1,0,0,1,0.49868268,0.02487526,0.16173455,0.26671384,0,0.04799367
111120000,62680000,1,0,8600000,0,1,0.57407487,0.00913347,0.16187352,0.16815663,0.07739381,0.0093677
116000000,60930000,1,0,0,0,1,0.53525862,0.00101225,0.15426656,0.24013458,0,0.06932799
119130000,51840000,1,0,0,0,1,0.44515487,0.10016684,0.19784838,0.18521605,0,0.07161386
118310000,63460000,1,1,0,0,1,0.54638746,0.03098031,0.23720548,0.16971775,0,0.015709
111570000,57450000,1,1,0,0,1,0.52492337,0.00181841,0.18360077,0.25900945,0,0.030648
111410000,63020000,1,1,0,0,1,0.57565838,0.03131921,0.16331594,0.22146335,0,0.00824312
113870000,53310000,1,0,0,0,1,0.47816545,0.05318174,0.28849901,0.17209667,0,0.00805713
117140000,52170000,1,0,0,0,1,0.45536452,0.01195565,0.19929599,0.30010803,0,0.03327581
111540000,53540000,1,1,0,0,1,0.49000717,0.00394541,0.34272725,0.15286396,0,0.01045621
115190000,56060000,1,1,0,0,1,0.49667419,0.06176052,0.19110328,0.16196966,0,0.08849235
112350000,60580000,1,1,0,0,1,0.54920783,0.00365053,0.18402832,0.21877393,0,0.04433939
117150000,53210000,1,1,0,0,1,0.46420401,0.05392745,0.25518814,0.20773872,0,0.01894168
117110000,56210000,1,0,3100000,0,1,0.48997609,0.05584675,0.16247189,0.20339977,0.02647084,0.06183466
113150000,51680000,1,1,0,0,1,0.46673884,0.08741024,0.20216447,0.18215938,0,0.06152707
113390000,62300000,1,1,0,0,1,0.55943117,0.01314599,0.15107107,0.22800779,0,0.04834398
118920000,60780000,1,1,0,0,1,0.5210999,0.02834604,0.15449535,0.23808414,0,0.05797457
113510000,52310000,1,1,0,0,1,0.47084045,0.07196828,0.1733635,0.21408353,0,0.06974424
117940000,50480000,1,1,0,1,1,0.43801424,0.20427522,0.18763332,0.16853693,0,0.00154029
115830000,51830000,1,1,0,0,1,0.45746611,0.06033953,0.1868522,0.26743641,0,0.02790575
118430000,65900000,1,0,0,0,1,0.56644685,0.10262694,0.16496569,0.15335688,0,0.01260364
118270000,53600000,1,1,6900000,0,1,0.4632003,0.01232201,0.19872243,0.24960715,0.05834108,0.01780703
113840000,55610000,1,1,0,1,1,0.49849262,0.1565158,0.17190886,0.1517354,0,0.02134732
116130000,55000000,1,1,0,0,1,0.48360716,0.03712027,0.27054868,0.20341426,0,0.00530963
115990000,57410000,1,0,0,0,1,0.50495646,0.04866597,0.20157526,0.1734434,0,0.07135891
118520000,58600000,1,0,0,0,1,0.50443132,0.06186281,0.15353236,0.27773901,0,0.0024345
114970000,52300000,1,1,0,0,1,0.46490128,0.07352427,0.19858171,0.24575529,0,0.01723745
114290000,57580000,1,1,2100000,0,1,0.51380611,0.00077361,0.25763419,0.20478371,0.01837431,0.00462807
115060000,58160000,1,0,0,0,1,0.5154754,0.03900575,0.20443103,0.2162575,0,0.02483032
117560000,52670000,1,1,4300000,0,1,0.45802654,0.08174061,0.15411762,0.25491498,0.03657707,0.01462318
112350000,56000000,1,1,0,0,1,0.50844237,0.02995557,0.2024266,0.24153304,0,0.01764242
111160000,54590000,1,1,0,0,1,0.50109392,0.05228859,0.27034299,0.15454302,0,0.02173148
119070000,55370000,1,0,0,0,1,0.47502058,0.01647656,0.15763173,0.31093898,0,0.03993215
118800000,54360000,1,1,10300000,0,1,0.46757576,0.03956779,0.16945076,0.19362897,0.08670034,0.04307638
112340000,52550000,1,0,0,0,1,0.47777639,0.02352353,0.24052385,0.20590076,0,0.05227547
117260000,54790000,1,1,5300000,0,1,0.47725226,0.07698697,0.226501,0.17269346,0.0451987,0.00136761
110840000,51450000,1,1,0,0,1,0.47418261,0.05715972,0.15915998,0.22956367,0,0.07993402
110670000,65010000,1,1,0,0,1,0.59742207,0.0107307,0.15383445,0.19846314,0,0.03954964
116860000,55900000,1,1,0,0,1,0.48835016,0.06265537,0.20122848,0.22888189,0,0.0188841
118880000,59170000,1,1,0,0,1,0.5077288,0.07858448,0.18723229,0.19255464,0,0.03389979
113300000,53950000,1,0,3800000,0,1,0.48616946,0.02906951,0.20375408,0.21242299,0.03353928,0.03504468
112940000,54560000,1,1,0,0,1,0.49308837,0.02529781,0.2667914,0.19857106,0,0.01625136
115130000,55440000,1,1,0,0,1,0.4915426,0.00136875,0.23378546,0.20858933,0,0.06471386
117080000,63250000,1,1,0,0,1,0.5502289,0.03583275,0.24677644,0.15790599,0,0.00925592
118960000,53570000,1,0,0,0,1,0.46031944,0.03019247,0.1740379,0.25108491,0,0.08436528
118680000,50610000,1,1,1800000,0,1,0.43644085,0.01051878,0.33097788,0.15515257,0.01516684,0.05174308
114190000,55850000,1,0,0,0,1,0.49909712,0.06765565,0.2512497,0.16110882,0,0.02088871
117030000,55340000,1,1,0,0,1,0.4828702,0.13553428,0.15189518,0.20289079,0,0.02680955
114220000,58520000,1,1,0,0,1,0.5223446,0.05519003,0.17692932,0.21031051,0,0.03522554
119690000,60400000,1,1,3800000,0,1,0.51463698,0.00673604,0.22031137,0.20352232,0.03174868,0.02304461
115270000,53270000,1,0,0,0,1,0.47213238,0.03323107,0.23666906,0.2202048,0,0.03776269
112510000,59370000,1,0,0,0,1,0.53768643,0.0153756,0.26104672,0.1738518,0,0.01203945
113930000,52540000,1,1,0,0,1,0.47116036,0.02418974,0.29958393,0.18990148,0,0.01516449
112310000,61880000,1,0,0,0,1,0.56097498,0.05716589,0.20897276,0.16160566,0,0.01128071
110940000,57460000,1,1,0,0,1,0.52793762,0.05446522,0.1745975,0.22561949,0,0.01738017
111440000,59570000,1,1,0,0,1,0.54454774,0.03846256,0.17450502,0.15407661,0,0.08840807
111000000,52720000,1,0,2000000,0,1,0.48495495,0.0644678,0.17862869,0.25033755,0.01801802,0.00359299
110050000,56250000,1,1,0,1,1,0.5211313,0.1583075,0.15364547,0.16675699,0,0.00015874
115460000,60270000,1,1,0,0,1,0.53199896,0.08418091,0.1770535,0.17554708,0,0.03121955
114250000,51730000,1,1,0,0,1,0.46277899,0.04495729,0.15132916,0.30820114,0,0.03273342
116340000,54820000,1,0,0,0,1,0.48120509,0.13033472,0.16073304,0.1701626,0,0.05756455
112710000,63980000,1,0,0,0,1,0.57765149,0.03910226,0.17768445,0.17659255,0,0.02896925
118720000,56980000,1,1,0,1,1,0.48995283,0.15732862,0.15625258,0.16358586,0,0.03288011
111440000,53880000,1,0,0,0,1,0.49348887,0.02222026,0.25915432,0.21150338,0,0.01363317
118590000,55930000,1,1,0,0,1,0.48162493,0.01997659,0.18928334,0.24062098,0,0.06849416
112270000,51860000,1,0,1200000,0,1,0.47192215,0.0321189,0.22518578,0.21572558,0.01068852,0.04435907
114030000,60190000,1,1,0,0,1,0.53784355,0.10933805,0.16021566,0.16515278,0,0.02744996
114380000,52930000,1,0,6500000,0,1,0.47275573,0.07034697,0.18378753,0.21265133,0.05682812,0.00363032
114870000,53520000,1,0,0,0,1,0.47591799,0.00043873,0.33456465,0.16631228,0,0.02276635
112290000,50520000,1,0,0,1,1,0.45990649,0.15126129,0.16124211,0.19839817,0,0.02919194
114860000,60070000,1,0,0,0,1,0.5329845,0.06056187,0.16317588,0.23068529,0,0.01259246
112380000,62290000,1,1,0,0,1,0.56428012,0.03038314,0.20250853,0.18695069,0,0.01587752
110720000,58240000,1,0,0,0,1,0.53601156,0.02530053,0.22879244,0.18455436,0,0.02534111
116110000,51650000,1,1,0,0,1,0.45483679,0.06240434,0.16605884,0.23919067,0,0.07750936
116480000,66320000,1,1,0,0,1,0.57936813,0.01388169,0.19426554,0.15060057,0,0.06188407
111520000,63250000,1,1,2400000,0,1,0.57716284,0.03022846,0.16341403,0.16013192,0.0215208,0.04754195
119020000,58380000,1,1,2300000,0,1,0.5005058,0.04822456,0.20869115,0.19009481,0.01932448,0.0331592
116600000,53110000,1,1,0,0,1,0.46548885,0.09482482,0.23667538,0.15847322,0,0.04453773
113530000,53790000,1,1,3000000,0,1,0.48379547,0.08683533,0.23208566,0.15091267,0.02642473,0.01994614
113640000,69100000,1,1,0,0,1,0.61806054,0.02421585,0.15588834,0.18821279,0,0.01362248
118150000,54430000,1,1,0,0,1,0.47068557,0.03758594,0.27299188,0.20528866,0,0.01344795
119100000,50200000,1,1,0,1,1,0.43149454,0.16306618,0.20802721,0.16744278,0,0.02996929
114940000,52590000,1,1,0,0,1,0.46754307,0.01212222,0.24771633,0.1998928,0,0.07272558
119810000,64950000,1,0,0,0,1,0.55210834,0.00497006,0.20116833,0.20062123,0,0.04113204
113620000,50110000,1,0,0,0,1,0.45103151,0.006884,0.1969826,0.26064956,0,0.08445233
119790000,60530000,1,1,0,0,1,0.51530094,0.03044066,0.15655945,0.20048128,0,0.09721767
116530000,51390000,1,1,0,0,1,0.45100232,0.06865612,0.19570734,0.24907398,0,0.03556024
118700000,52240000,1,1,2400000,0,1,0.4501011,0.07529176,0.25550135,0.17267809,0.02021904,0.02620866
119170000,60010000,1,1,0,0,1,0.51356633,0.11088076,0.16981887,0.15952465,0,0.04620939
117620000,54600000,1,1,0,0,1,0.47420677,0.00200604,0.29251684,0.20605808,0,0.02521227
114560000,50410000,1,1,0,0,1,0.45003142,0.03322508,0.21481199,0.27521977,0,0.02671174
114110000,54800000,1,1,4600000,0,1,0.49023837,0.02136172,0.17366519,0.17942462,0.04031198,0.09499812
110620000,55880000,1,0,0,0,1,0.51515278,0.01177522,0.18722579,0.18956148,0,0.09628473
110520000,55130000,1,1,0,0,1,0.50882374,0.1006878,0.19623792,0.16228651,0,0.03196403
113160000,56080000,1,1,0,0,1,0.50558148,0.03278634,0.27304212,0.16598172,0,0.02260834
114850000,51350000,1,1,9200000,0,1,0.45710492,0.05595147,0.17623711,0.1736103,0.08010448,0.05699172
119800000,53840000,1,1,0,0,1,0.45941569,0.04741984,0.25667127,0.21752806,0,0.01896514
111960000,55620000,1,0,0,0,1,0.50678457,0.00778714,0.18698689,0.22408654,0,0.07435486
114470000,60160000,1,1,0,0,1,0.53555255,0.00932523,0.18943843,0.23739259,0,0.0282912
112140000,53470000,1,1,0,0,1,0.4868147,0.01179565,0.24971483,0.19081885,0,0.06085597
115900000,61560000,1,1,0,0,1,0.54114754,0.07918076,0.17403876,0.17715104,0,0.0284819
118280000,52900000,1,1,0,1,1,0.45724383,0.20704808,0.17723673,0.15801629,0,0.00045507
119240000,65540000,1,1,0,0,1,0.55964777,0.08147781,0.15317313,0.16964728,0,0.03605401
119820000,54510000,1,0,0,0,1,0.4649324,0.02264485,0.25222621,0.17127191,0,0.08892463
113070000,55830000,1,1,0,0,1,0.50376492,0.0164622,0.19407143,0.21219452,0,0.07350693
111510000,51580000,1,1,0,0,1,0.47255941,0.08942879,0.22577269,0.18238927,0,0.02984984
119250000,56660000,1,0,0,0,1,0.48513627,0.13215975,0.21216241,0.16470061,0,0.00584096
113550000,60200000,1,1,0,0,1,0.54016292,0.00833084,0.15169424,0.24676559,0,0.05304641
110190000,56030000,1,1,6300000,0,1,0.51848534,0.02037905,0.1763225,0.21072019,0.05717397,0.01691895
114850000,50480000,1,1,1900000,0,1,0.44952982,0.04467958,0.28957837,0.15211708,0.01654332,0.04755183
119460000,57830000,1,0,5700000,0,1,0.49409509,0.07397995,0.17785824,0.2040963,0.04771472,0.0022557
113630000,57260000,1,0,0,0,1,0.51391622,0.00486046,0.15591236,0.27620632,0,0.04910464
111020000,56910000,1,0,0,0,1,0.52261034,0.07600349,0.15125618,0.18226114,0,0.06786885
111470000,62880000,1,1,0,0,1,0.57409796,0.0007679,0.19548541,0.2033822,0,0.02626653
119100000,53790000,1,1,0,0,1,0.46163728,0.08805728,0.15960071,0.28372394,0,0.00698079
110320000,50760000,1,1,0,0,1,0.47011603,0.00520575,0.32399689,0.17282128,0,0.02786005
118890000,54010000,1,0,0,0,1,0.46428547,0.03415086,0.15098823,0.30343711,0,0.04713833
111120000,53290000,1,0,0,0,1,0.48957163,0.04999573,0.24803786,0.15596978,0,0.056425
142577000,8410000,0,1,0,1,1,0.06898567,0.28193476,0.29131716,0.25964633,0,0.09811608
124966000,9540000,1,1,0,0,1,0.08634076,0.09593994,0.3664491,0.39923083,0,0.05203937
168358000,8810000,1,1,0,0,1,0.06232897,0.10580835,0.39110981,0.3991796,0,0.04157327
136699000,11170000,1,0,2000000,1,1,0.09171238,0.33146773,0.19304559,0.34473509,0.01463068,0.02440853
140156000,6540000,0,1,0,0,1,0.05666229,0.07840975,0.39271729,0.38406709,0,0.08814358
151238000,10700000,1,1,0,1,1,0.08074941,0.38589125,0.26929045,0.19522272,0,0.06884617
121593000,10750000,1,1,5000000,1,1,0.09840969,0.25536423,0.31854653,0.21039382,0.04112079,0.07616494
167421000,11040000,0,0,9000000,1,1,0.07594155,0.34571601,0.23479008,0.19633034,0.0537567,0.09346532
128418000,8370000,0,0,0,1,1,0.07517778,0.2237073,0.3044286,0.30024983,0,0.09643649
173879000,13030000,0,0,6000000,0,1,0.08493717,0.08626557,0.38068601,0.3729571,0.03450675,0.0406474
187369000,8490000,0,1,0,1,1,0.05531166,0.33281709,0.28396653,0.32499811,0,0.00290661
197915000,8870000,1,1,9000000,0,1,0.05481722,0.11967893,0.3579762,0.37204899,0.04547407,0.05000459
174365000,8370000,0,1,0,1,1,0.05800275,0.35759328,0.18440211,0.37025852,0,0.02974334
127813000,11340000,1,0,0,1,1,0.09872337,0.29208209,0.24619336,0.26578555,0,0.09721563
187165000,8920000,0,1,0,0,1,0.05765848,0.10193582,0.39218508,0.37736779,0,0.07085283
175816000,13900000,0,0,0,1,1,0.08905993,0.11292014,0.38373432,0.35814086,0,0.05614475
182820000,11520000,0,0,10000000,1,1,0.0730128,0.35964174,0.15693135,0.28495739,0.05469861,0.07075811
176427000,9720000,1,1,0,1,1,0.06509361,0.39187348,0.31563662,0.19875578,0,0.02864051
195116000,7770000,1,0,6000000,1,1,0.04982246,0.20611853,0.31291618,0.37712988,0.03075094,0.02326201
153818000,14200000,1,1,0,0,1,0.10231689,0.12922107,0.36363537,0.3218213,0,0.08300537
176937000,6680000,0,1,0,1,1,0.04775355,0.26087407,0.30392822,0.36386775,0,0.02357641
150865000,9050000,0,1,9000000,0,1,0.06998741,0.09967602,0.36974752,0.36019139,0.05965598,0.04074168
187813000,9600000,0,1,0,1,1,0.06111467,0.27720257,0.25629561,0.32668102,0,0.07870613
120600000,6240000,0,0,0,0,1,0.06174129,0.13267048,0.39995026,0.39455457,0,0.0110834
160882000,13340000,0,1,10000000,1,1,0.09291791,0.32050033,0.23606561,0.23223553,0.06215736,0.05612326
120665000,13170000,0,0,0,0,1,0.11914515,0.09575443,0.3678124,0.39909552,0,0.0181925
192121000,5840000,1,1,0,1,1,0.04039751,0.26204474,0.30732577,0.32113415,0,0.06909783
152977000,14580000,1,0,6000000,0,1,0.10530845,0.14246895,0.38461033,0.2737868,0.03922158,0.05460389
162578000,13960000,1,1,0,0,1,0.09586648,0.10011369,0.38848129,0.39768489,0,0.01785365
139537000,13870000,1,1,0,0,1,0.10940016,0.11338628,0.3798822,0.34323277,0,0.05409859
166863000,14310000,1,1,0,1,1,0.09575898,0.27858915,0.25385208,0.35590048,0,0.01589931
125301000,9090000,1,0,0,1,1,0.08254531,0.36141845,0.19235883,0.28919834,0,0.07447907
129419000,13510000,1,0,0,1,1,0.11438962,0.3215248,0.22745568,0.32027567,0,0.01635423
124291000,5090000,1,1,0,1,1,0.05095228,0.14534619,0.38438273,0.34732017,0,0.07199863
134025000,10260000,0,0,7000000,1,1,0.08655288,0.10650662,0.38231454,0.33667503,0.05222906,0.03572187
195509000,14980000,0,0,0,1,1,0.08662051,0.35904613,0.22664945,0.28025137,0,0.04743254
193276000,11990000,1,1,1000000,0,1,0.07203564,0.13903573,0.38558927,0.39093958,0.00517395,0.00722583
148080000,8760000,1,0,0,0,1,0.06915721,0.11282799,0.34482272,0.39132584,0,0.08186624
148317000,5580000,1,0,0,1,1,0.04762212,0.28653038,0.39337047,0.20864273,0,0.0638343
181238000,8310000,0,0,8000000,1,1,0.05585131,0.18248054,0.33549171,0.33157855,0.04414085,0.05045704
181812000,14380000,1,0,0,0,1,0.08909269,0.05477823,0.39678358,0.39134699,0,0.06799851
175984000,10460000,0,1,0,0,1,0.06943722,0.12600117,0.33258205,0.39822603,0,0.07375353
146980000,11140000,0,0,9000000,0,1,0.08579262,0.1402825,0.39514437,0.30368006,0.06123282,0.01386763
140875000,14740000,1,1,7000000,1,1,0.11463177,0.1262621,0.3404127,0.36602649,0.04968944,0.0029775
198236000,12240000,0,1,0,0,1,0.07174459,0.11703908,0.34812921,0.37656483,0,0.08652229
121772000,11690000,0,0,0,1,1,0.10599908,0.30440085,0.30194192,0.20732713,0,0.08033102
193965000,13100000,1,0,0,0,1,0.07753796,0.06071833,0.37927884,0.39531852,0,0.08714635
139248000,12410000,0,1,0,1,1,0.09912157,0.38949164,0.2090718,0.22743038,0,0.07488461
139619000,7590000,0,1,0,1,1,0.06436223,0.27066796,0.37662431,0.24056456,0,0.04778094
160709000,13740000,0,0,0,1,1,0.09549615,0.33352302,0.36893215,0.19236589,0,0.00968279
127006000,13630000,0,1,0,1,1,0.11731776,0.19023852,0.36349293,0.24999632,0,0.07895447
123111000,8550000,1,0,0,1,1,0.07944952,0.1768089,0.32823439,0.38003602,0,0.03547117
132975000,13830000,1,1,10000000,0,1,0.11400451,0.12565553,0.30186489,0.33179615,0.07520211,0.05147681
134638000,9990000,0,1,0,0,1,0.08419896,0.09690118,0.38830975,0.39509539,0,0.03549472
149454000,5530000,1,1,3000000,1,1,0.04700135,0.35473163,0.22797752,0.25092018,0.02007307,0.09929625
153910000,14620000,1,1,0,1,1,0.10499058,0.31407062,0.20982006,0.34049369,0,0.03062505
198543000,9670000,1,0,0,1,1,0.05870481,0.37035556,0.29586127,0.19523769,0,0.07984067
131650000,9240000,0,0,0,0,1,0.0801861,0.12058821,0.3938606,0.37141717,0,0.03394792
183329000,5490000,0,1,0,1,1,0.03994616,0.23174317,0.26138714,0.39938233,0,0.0675412
150831000,12050000,0,1,10000000,1,1,0.08989074,0.25841301,0.38697514,0.19265327,0.06629937,0.00576847
164161000,14860000,1,0,0,0,1,0.10052089,0.14783643,0.37436128,0.28408571,0,0.09319569
197000000,7140000,1,1,7000000,1,1,0.04624365,0.30113764,0.27474832,0.32729698,0.03553299,0.01504042
135404000,8800000,0,1,0,1,1,0.07499069,0.34254356,0.30813271,0.25029375,0,0.02403929
171292000,13260000,1,1,0,1,1,0.08741167,0.22771596,0.25696537,0.37108883,0,0.05681817
147557000,11620000,0,1,7000000,0,1,0.08874923,0.1148655,0.33868833,0.33158143,0.04743929,0.07867622
138054000,8030000,1,0,0,1,1,0.06816565,0.27176545,0.33064997,0.24286902,0,0.08654991
182714000,6730000,0,1,0,1,1,0.04683352,0.21697327,0.29520035,0.35033075,0,0.09066211
149890000,6190000,1,1,0,1,1,0.05129695,0.20866774,0.3523093,0.37084733,0,0.01687868
145250000,12740000,0,1,10000000,0,1,0.09771084,0.01693113,0.39077713,0.32864059,0.06884682,0.09709349
189432000,11510000,1,0,3000000,1,1,0.07076059,0.38065668,0.3234539,0.19150177,0.01583682,0.01779024
142111000,13920000,1,1,0,0,1,0.1079516,0.12936438,0.30503598,0.35950211,0,0.09814593
143950000,10780000,1,0,0,1,1,0.08488711,0.3468323,0.176572,0.37512803,0,0.01658056
153483000,8570000,1,1,0,1,1,0.0658368,0.1940186,0.33156764,0.383799,0,0.02477796
161505000,8480000,1,1,0,0,1,0.06250611,0.14830622,0.30796087,0.38329323,0,0.09793357
192492000,13460000,0,1,0,0,1,0.07992498,0.11904215,0.35015049,0.38720515,0,0.06367723
130555000,6130000,1,0,9000000,1,1,0.05695339,0.24146955,0.22428385,0.39240896,0.06893646,0.01594779
133924000,7030000,1,1,0,1,1,0.06249246,0.2576386,0.27239613,0.37725508,0,0.03021773
134122000,5660000,0,1,5000000,1,1,0.05220038,0.36384775,0.20413186,0.25852579,0.03727949,0.08401473
151621000,13550000,0,1,0,1,1,0.09936757,0.15475591,0.30426723,0.39050635,0,0.05110294
175498000,8810000,1,1,3000000,1,1,0.0602,0.35302374,0.36595001,0.15845748,0.01709421,0.04527456
163516000,10510000,0,1,9000000,0,1,0.07427506,0.08567307,0.35764124,0.3748906,0.05504049,0.05247954
183585000,11810000,0,1,4000000,0,1,0.07432987,0.14696114,0.35539634,0.32702006,0.02178827,0.07450432
163040000,14710000,0,1,8000000,0,1,0.10022326,0.08327219,0.38271303,0.31996567,0.04906771,0.06475814
131468000,8740000,1,0,3000000,1,1,0.07648006,0.33560373,0.28531868,0.26910151,0.02281924,0.01067678
169189000,11370000,1,1,0,0,1,0.07720295,0.14105257,0.30284675,0.38023301,0,0.09866472
162846000,11500000,0,1,0,1,1,0.08061887,0.36507282,0.17103761,0.2894541,0,0.0938166
129870000,8190000,1,1,4000000,1,1,0.07306306,0.32453409,0.15751456,0.32932881,0.03080003,0.08475945
129020000,12880000,1,0,6000000,1,1,0.10982948,0.2001064,0.28310923,0.35255963,0.04650442,0.00789084
199795000,9820000,0,0,5000000,1,1,0.05915038,0.24873103,0.2528357,0.33109386,0.02502565,0.08316338
181308000,14940000,0,1,0,1,1,0.09240122,0.26687196,0.26242274,0.36980352,0,0.00850056
187649000,11140000,1,0,5000000,0,1,0.06936616,0.10769648,0.3932492,0.35317461,0.02664549,0.04986806
165098000,9200000,0,1,0,1,1,0.06572448,0.29207419,0.3819115,0.21545473,0,0.0448351
140828000,14600000,0,1,0,1,1,0.11367257,0.29674957,0.33896482,0.20767864,0,0.0429344
126004000,7340000,0,1,0,1,1,0.06825212,0.38709462,0.19937143,0.25396753,0,0.0913143
120733000,11550000,0,1,0,0,1,0.10566564,0.14830909,0.39202739,0.28311245,0,0.07088543
198100000,12270000,1,0,7000000,0,1,0.07193841,0.09345421,0.35652084,0.38719839,0.03533569,0.05555246
147013000,7330000,0,1,0,1,1,0.05985954,0.27862696,0.36310103,0.28873685,0,0.00967562
142062000,5160000,1,0,6000000,1,1,0.04632217,0.14430941,0.35426217,0.35517685,0.04223508,0.05769432
167142000,8460000,0,0,1000000,1,1,0.06061564,0.39272854,0.24613275,0.23135407,0.00598294,0.06318606
157771000,12690000,1,1,8000000,0,1,0.09043303,0.0977346,0.35460026,0.37542113,0.0507064,0.03110458
150556000,8110000,0,1,9000000,1,1,0.063867,0.11426901,0.36582722,0.33254969,0.05977842,0.06370866
152525000,13910000,0,0,0,1,1,0.10119816,0.10805743,0.31084341,0.39032513,0,0.08957587
160669000,10790000,1,1,0,1,1,0.0771567,0.27428012,0.39709598,0.2306496,0,0.0208176
155961000,13910000,1,0,0,1,1,0.09918896,0.37935821,0.2981291,0.18760997,0,0.03571376
197634000,10960000,1,1,0,0,1,0.06545605,0.11444759,0.33894282,0.38199891,0,0.09915463
172793000,13080000,0,1,0,1,1,0.08569751,0.30863911,0.19816149,0.34921202,0,0.05828987
169404000,10300000,0,0,0,1,1,0.0708014,0.30175224,0.37790848,0.23208488,0,0.017453
192794000,10430000,1,1,0,1,1,0.06409919,0.36498515,0.18518845,0.30678199,0,0.07894522
151615000,7340000,1,0,0,1,1,0.0584121,0.35800069,0.2279497,0.33154965,0,0.02408786
148508000,7710000,0,0,0,1,1,0.0619164,0.31805989,0.34238053,0.27054991,0,0.00709327
189859000,6860000,1,1,0,1,1,0.04613208,0.37085463,0.19557556,0.32365874,0,0.06377899
138365000,8820000,0,1,0,1,1,0.07374444,0.10943654,0.36534446,0.36814633,0,0.08332823
191080000,10190000,1,0,0,1,1,0.06332845,0.33304997,0.31695353,0.20153215,0,0.0851359
169575000,11200000,1,1,7000000,1,1,0.07604747,0.20633953,0.22029491,0.38906182,0.04127967,0.0669766
127099000,12370000,0,1,5000000,0,1,0.10732571,0.09409536,0.35551268,0.32930581,0.03933941,0.07442103
178508000,14960000,1,1,0,1,1,0.09380577,0.36146715,0.22280514,0.31245167,0,0.00947027
179432000,11510000,0,0,0,1,1,0.07414686,0.10709649,0.39560253,0.39716717,0,0.02598695
126366000,13090000,1,0,0,0,1,0.11358799,0.14662506,0.29955162,0.38265577,0,0.05757956
157082000,5720000,1,1,0,1,1,0.0464141,0.18868049,0.37035857,0.35540129,0,0.03914555
124967000,6860000,0,1,0,1,1,0.06489449,0.15748463,0.30045523,0.39361698,0,0.08354867
132357000,8130000,0,1,0,1,1,0.07142478,0.2122081,0.23177766,0.39982705,0,0.08476241
152839000,12690000,1,1,0,1,1,0.09302855,0.26957377,0.38907076,0.15200297,0,0.09632395
167459000,9210000,0,0,0,1,1,0.06499854,0.29832985,0.29046704,0.2860787,0,0.06012587
128272000,7200000,0,0,4000000,1,1,0.06613072,0.24053098,0.23258649,0.36641424,0.03118373,0.06315384
153599000,10410000,1,1,0,1,1,0.07777388,0.38199458,0.167452,0.31213622,0,0.06064332
138703000,6450000,1,1,0,1,1,0.05650224,0.2391248,0.36920615,0.31537144,0,0.01979537
185262000,9600000,0,1,0,1,1,0.06181851,0.19569846,0.3315869,0.32930562,0,0.08159051
182464000,7480000,1,1,10000000,0,1,0.05099439,0.10051841,0.3866647,0.37595358,0.05480533,0.03106359
135916000,7100000,0,0,0,1,1,0.06223815,0.17381177,0.32665652,0.34392563,0,0.09336793
183606000,14980000,0,0,0,1,1,0.09158775,0.17154085,0.32894337,0.35930353,0,0.0486245
174074000,14950000,0,1,0,0,1,0.09588302,0.12884051,0.3986254,0.30347112,0,0.07317995
153297000,6460000,1,1,0,1,1,0.05214042,0.36626792,0.19721586,0.30827387,0,0.07610193
188307000,12370000,1,0,8000000,0,1,0.0756906,0.06878892,0.33640379,0.39465189,0.04248382,0.08198098
173249000,14310000,1,1,2000000,1,1,0.09259788,0.39509577,0.15210515,0.29183454,0.01154408,0.05682258
130474000,7210000,0,1,0,1,1,0.06526005,0.35294139,0.25730246,0.25244938,0,0.07204672
199258000,11410000,0,1,2000000,1,1,0.06726244,0.3192875,0.26836812,0.31458771,0.01003724,0.02045699
190694000,10180000,1,1,0,0,1,0.06338396,0.14196207,0.34806292,0.37738337,0,0.06920768
